timestamp,customer_id,recommended_ids,ground_truth_indexes,inventory_size
1650,938bf468bf8894c9117d45a9e07c7663,7cdba739aae56ff206427540e5d6b2b2|38c0fd863a3b460bb9490c38e16bd05d|ead17f6cd57d13c9bf15968c17e37628|2dfbe2b0084ee93e8498d8e295d444e0|8bec1fe0d3d7cead91861f5438dc0f1f|9b212f9332a1b725a2689280aaf2461b|d9fb247058ef7413ffc15b914ea16993|742bc84d19b96f75b0ff478e0310c818|1e5a3b543058f9f72f0fed243557ac33|9e29b141b20880c9369c123cac022778,329|1425,1447
1653,967ea1ca3f05abbbde371ac925ea87c4,da089a9ba023a44ee17915297226ddfe|742bc84d19b96f75b0ff478e0310c818|ba28f7944bafd79b0da99f190e54c997|fc9e66a50d8cdd35ad4eb5091ad52cab|32077ff7a970c18f1d002deeb9fb62d0|fbabd23620e39cd76cc8b423b5155533|a06277d816135e7c2d986860ca971682|70e0699ee8b7c9315769b34733507f92|7de261ce4c6bf0d688a1cf3d9646eb60|9e29b141b20880c9369c123cac022778,396|604,1447
1664,8978960088332a2535ecb53b3cd2c318,d13dd065c8faec7f700af0f6c0d1f2e4|797b9e081c3b04b5ca1125e5716d8ff0|76ca045065e0bed49df67872e04088eb|34ec7da62e3fda70ae0fdd8e82331cb5|28a8e520e4ebfcaac968b2357f813665|dfd3be3c78e6adf2eb20265e8530d627|79967d355f9a9acd559a18d9511a8fdb|00afd2e5659d226d918a61fbe7b94ad8|d910bfe1567f1a65bc456292830b2d93|9c74d3b2ddd18c95893ea6a6537fbc19,643|934|1415,1448
1673,967ea1ca3f05abbbde371ac925ea87c4,be8a0b4947fc1eeafc218d790bedea1f|e8043c1a3b0e93af39c2153d2f2656d0|81bd8ffc2dfd4d0e302c810c6bcfa2a7|b6fbd39f806331a4ac94efb883459bcc|811d15cb547db604832c2254d4d21428|7e4db0adcf54fd57158eb67eb999603e|3a8d1e99be45c8fa89e3ed26d8532617|0483493166e3dcaa38ef2513cd9a0784|fa6f90561c31664391db3e023021d155|ccfda159cd29feb52365de0f2e3c10a2,278,1443
1685,02726ef59ef45d3fa588d71ea68cacea,da089a9ba023a44ee17915297226ddfe|97e6c1bff917f19bc23d8cc1a097f2b3|9410f779ebde17fbd1c9a4de115e0c51|797b9e081c3b04b5ca1125e5716d8ff0|62e3e541592aa21add480cac1222c847|5c916c227abbf7ab268e9ebe22881c58|3489de6e59c33242f0e0d37c25b5d3ad|c870fce876961ad82399c0770ee6fba7|7af7fc9ea9f9421972394837004f0bd8|06735627237b901002d9aff137a1a570,115,1447
1696,337962eeabcad461b01f59149c682a0c,7455c9de34702e3c8fa2557daf2fae99|d941e3d0ddecb0efc63c985b8f4b98b0|b6ba14d73ed99104e91f7d6e65a5d7fc|a06277d816135e7c2d986860ca971682|5d38bb0f6cdcc5b7747ee1e6c51a8150|e8cee599a96d983fa29235f53c27b931|fe84bf3ace9c7d56e64835b2f376a8e8|2098e4315ab6dee416ec62627fbcbbc0|d0f3c96f910441dee4ff040977f7ee87|0eda7a1f72429ecbbe7de70d113c68d2,532|551,1450
1728,789f85f0e2a460ff4d18e1b0c9524a7e,7e9a2bf6206adf3db3535013f6d639f8|372246045e1001bff722b94e4b27e9fd|4cc384d754ef56708c56edfab2cc2a3d|54ab032f686ebe6f110fb6f1506cc7e8|147111b73b892b3ade0f52328897d34e|038c62c61339ee147817210ac1ec6d74|04da26eafc57639c255a922dcb6981ea|66ebc3a8d207a453c2be29c215ecf442|dfd3be3c78e6adf2eb20265e8530d627|a25cccfd5ce912ac96c7ed080ca85375,429|720|950|1315|1361,1462
1729,789f85f0e2a460ff4d18e1b0c9524a7e,c82969f82489954c7ecd5609fa676cba|d13dd065c8faec7f700af0f6c0d1f2e4|04da26eafc57639c255a922dcb6981ea|7e9a2bf6206adf3db3535013f6d639f8|6a6c3473836dd49f99e518559a2db9bd|457173d3063f5808da1ac967d3339e85|dfd3be3c78e6adf2eb20265e8530d627|8ffb8b0000304550644fa2b3bd3487bf|7af7fc9ea9f9421972394837004f0bd8|77c3f906736edac9e6032a9e5f902b15,1159|1261|1323|1375,1461
1731,2cca01c18884b248bfecd36151c198a5,7e4db0adcf54fd57158eb67eb999603e|de7a65ed4c5cc3fdfc064a2c3c099d5e|1d86a5ed003d364d0007bb11571b17a8|023447d02d792f30800dcad0a1d6777f|63ccb02491f3b631a618e4273faf368d|d832236d7950b405896fd7ddadddc731|3f42c8b1c90e323f869623b58d012820|7121843f51960760a8f4f628658c2485|f6501677e59a3e670a0cfdc1e0d33430|50eb19c4ff2e61229f8bd14da552ec39,27,1457
1752,bc3fa64cc02d8f346493cfefa069158e,a541dda6b5e2bd0e02cf0fc1454bb73d|da1803ed2ad613ea6a73ff460c7f9818|00afd2e5659d226d918a61fbe7b94ad8|797b9e081c3b04b5ca1125e5716d8ff0|05688b2f7b54cb2560293202973d0532|0d064bea795607d833e27b08138074d6|1e5a3b543058f9f72f0fed243557ac33|b1e04308dbdf16704d856f79467affb3|209017a818b4918d1c499fde8c30a9e6|cd33486c32b6a56aa7160895725146e5,592|695,1462
1760,0535edb59f8f229eec1c278fd56cbb9c,482d21623c655ec2caa8bae3254aba9c|fb52ef61c8fc434c09d88c84006e3a4e|d5537d825f35547c06f83acccac9fd2f|1b479c6a5c85994e602c38d7e98b6a38|2445e362fe60f47dfb6e63feeb88d551|e1eb3c28e2e7eab57bcb381f8b9881e7|e2d994aa70e7bb7beefc5e0ad1256036|cca0004b537740d22b08246fb641bf06|5126c4b0c3029fd34e6e09dba8bae64f|db369c57a7a67cb921c5c5128e40d88b,12|546|1245,1460
1767,86c09756c82b690f4a30783bbe0f5323,015e646214d2623214ae84ca9431b3f0|3a8d1e99be45c8fa89e3ed26d8532617|315f64b02a7ee252f4db6e2f79103199|8c819d5b6e47a86dd8deb85e77a3e675|903a49111441f3cb30e5822b81a85d53|77c3f906736edac9e6032a9e5f902b15|a37b22c9bcc0c1ec5c55c3031e064d33|1badfe6d2ba163a92be13996eed93ab6|3489de6e59c33242f0e0d37c25b5d3ad|811d15cb547db604832c2254d4d21428,1|12,1457
1775,586b45185b9c31d6ccff97861552e892,742bc84d19b96f75b0ff478e0310c818|9487351ed15cbcce0a805a9b288c555c|e94f7b5328f8bbd97781a4b6d9bdb3e2|7d4d8d6c8dfba301dc6881470afec174|8f987ea11b7b14cfe54b56f237f7410c|6a7d46be5af32142d31a927de9d8dbdc|9c74d3b2ddd18c95893ea6a6537fbc19|d154bfe57baf3446ccca10cecd560db2|0eda7a1f72429ecbbe7de70d113c68d2|f9b978f93365c88c77e7d4d9f42adbf3,7,1455
1789,e0fe40bfb399b20b12bf9a882516753e,c82969f82489954c7ecd5609fa676cba|9c8d0dcdd2a33382dd17230b3b2a922a|0dde9970856a170a15bddc23a9cbe1e5|18f6ed11eeab7cba543441fe906f6394|1f9a3a09713524916ad4a5d6d55ab359|a5df915b52c2ccd677f4309602ce1d42|c562204f9b08b5fd5d870977f6ca7206|0b4120583601fd6a02a1b6e500cfbdb1|54f53bd7c66c51f42e515f1404ca64c1|9ba0880f728ac7b14e5b79547b70926e,696,1454
1798,a33c6e55d641483a6b8164bf620207e7,944d2b80a5835e5f8880e4721a29224a|87319f463d1506a076f9146176613ba7|edb0539db4b0d6c316dce892c650085a|54f53bd7c66c51f42e515f1404ca64c1|b6ce110fc0a7e8e3dd7066254159f27a|75acaad78c1270fb840c672a45ae6484|6d71af488f30a827d46921d58ea40ab2|482d21623c655ec2caa8bae3254aba9c|6a169448b29b7bac7442e98b7f4930cf|df07349414cee8342745be56551ba1b1,1204|1220,1451
1806,a35a9c2ad1c736730d80b9e4ba772a3d,54f53bd7c66c51f42e515f1404ca64c1|209017a818b4918d1c499fde8c30a9e6|76ca045065e0bed49df67872e04088eb|8ffb8b0000304550644fa2b3bd3487bf|9860d064d1c0cc623bedf3e457b95033|98c5dd43a294002ebd46a6cc5edc2777|c7b84db3a4871bcc2f9ab5a48c453765|1dfbaa3289b1d0a459e99cdde463a33d|a5df915b52c2ccd677f4309602ce1d42|a4c3dbec7ebc9c6e38a9d4d8b4b908c2,1291,1446
1815,789f85f0e2a460ff4d18e1b0c9524a7e,797b9e081c3b04b5ca1125e5716d8ff0|04da26eafc57639c255a922dcb6981ea|da1803ed2ad613ea6a73ff460c7f9818|c82969f82489954c7ecd5609fa676cba|7e9a2bf6206adf3db3535013f6d639f8|8ffb8b0000304550644fa2b3bd3487bf|0c09821d4bb98bf03fe217f85e982ba4|457173d3063f5808da1ac967d3339e85|d13dd065c8faec7f700af0f6c0d1f2e4|79956a34c55761323ca3de0453fb1e06,790,1447
1818,a33c6e55d641483a6b8164bf620207e7,edb0539db4b0d6c316dce892c650085a|71d006cb4bd25c54c4de38c9d43f7333|b8555bc01d40321aeba88024dc3faf68|7e9a2bf6206adf3db3535013f6d639f8|d0f3c96f910441dee4ff040977f7ee87|4cc384d754ef56708c56edfab2cc2a3d|da1803ed2ad613ea6a73ff460c7f9818|44e24d1868e40b32c3dc7d315a2f2128|d5537d825f35547c06f83acccac9fd2f|d13dd065c8faec7f700af0f6c0d1f2e4,1031,1448
1823,25a86b68db54aefb198e34add8638717,e621b8199c621d094256c4bf5b33a08c|6a169448b29b7bac7442e98b7f4930cf|a4c3dbec7ebc9c6e38a9d4d8b4b908c2|611aca4d7ba1fafcb45d3b11216ffaf5|edb0539db4b0d6c316dce892c650085a|6cedde003288a4345953cc21cfeaecaf|6a101978ff8593715317d53f3d6e4bcb|9ace93bb6c31a54df1796d5f439d21f4|763f4f6a25a1075553f9f9b0aa79254f|0e96c3b04457c58629cae27c9dc9dc3c,452|812|879|988,1449
1824,348ed970f53b87ee3a82a7b76f3bb3b3,01fe35204740a40dae6f8155302da486|7121843f51960760a8f4f628658c2485|770dd6242d4e259aadfdd062b01d1194|2075d8360dc511ef73e0ea360cbbaf15|7f81164c83d492af134a4394accd3d9e|1fe16a9fbc594aa9c80295314852645e|189c079e88f789f201bf509650dc78ae|69870df498352af8650debd3bf01602b|be62ad725ee93674cec319ccd7dff284|89c5ea90178ea5ddc06efaea9faba0cd,24|1367,1447
1842,b7dc7dc2227e528522a8e67ec2f8bb45,2dfc68df68261a04f1787576f85b5a8b|dbc8283d975c77c722a5d9288be38c5a|ca2f9da7fdd6adbf48a3eab2c7144ebf|98c5dd43a294002ebd46a6cc5edc2777|4f487e26da6c3e6421e4a69ee167d5e7|54f53bd7c66c51f42e515f1404ca64c1|548caec7ce285639dac74cb1121a92a2|f610cd3b4db88bf0675514f4eb0e3aa4|4e3234b15a257b90c643a1e333df147a|b481173defca4dd9d997dbe6c660f4a0,265|672,1457
1850,348ed970f53b87ee3a82a7b76f3bb3b3,770dd6242d4e259aadfdd062b01d1194|25e9f5fa29841cc423446287a5c47655|1e12bab9de000339e3535f5f61b95a13|bbeef66e1da997b0e3c474eaf4f1835b|257309048f34130a063105332d951013|4bd939d45edd5d544374f871acb04d78|34ec7da62e3fda70ae0fdd8e82331cb5|482ef22a0509fb5b392f550c2efd7edb|fc30ee38c5f742c76b2fac2569b459f3|f5dffcff0e1e7fa1be66ad34b6597657,26|522,1461
1857,87cd049bc9f8d9c542cc567c4aab4e96,a347a55dc2cc49082f71b7a222284a24|374b22924ee8b375ad75507b95dc5a4d|5b8381adcc1a2b9dc4c326c5bd3d82bd|b94371eb79823151154ceab97631ab89|c0478e8f4f2a482232086b0ecc0f11ff|6bc77adead2afe18f652a47a6e0a5097|fb2d16098af0f08c6f65fbd8ea58b30c|9e4140ba31c8c4ef35afac866f90904f|08b09e188e4d98e099ce6988c8021911|163fb555f470489cd031050d2675fc3f,1211,1458
1902,348ed970f53b87ee3a82a7b76f3bb3b3,da1803ed2ad613ea6a73ff460c7f9818|f5dffcff0e1e7fa1be66ad34b6597657|3489de6e59c33242f0e0d37c25b5d3ad|590504e9988e57d16e8726583d75c75d|770dd6242d4e259aadfdd062b01d1194|fe84bf3ace9c7d56e64835b2f376a8e8|482ef22a0509fb5b392f550c2efd7edb|4bd939d45edd5d544374f871acb04d78|c6be8c8abfcb86dda7ad6d2c7b3b769f|dc5c9fa59537cff193ef964da257fb0a,163|1209,1474
1908,5a1c5a2c95d70f1fe446a777b912e3ca,269ee9ab278e10e00abec9f5a98c47ca|fb208832279a365f08feae4fb9cfa917|4029fae3cc106fb98c3bd69514fa7729|9c74d3b2ddd18c95893ea6a6537fbc19|6a169448b29b7bac7442e98b7f4930cf|9e29b141b20880c9369c123cac022778|23fee2dbb479161bde6be2dd3377c0bb|c3701deb1d4ba56200a306e2d1426e3e|1bb16bac1e42613aa1e1bfc4bb541cd2|82121610f49f280b8b8d0d8cd0e00ee5,245|1052|1394,1464
1911,443142504f9d496f14f0476e396e95d9,d13dd065c8faec7f700af0f6c0d1f2e4|cdd66e9fb1be7a6e1a9d0c504f644fbf|aedf95e9a118eb8b05c3225f5c62d170|781c75df021ffdbe21b490e77434a7b0|e371f63c38243b3416e54b911f0c4e13|79967d355f9a9acd559a18d9511a8fdb|da2766c124d3c969baf6d1af44b18cca|8833934143d7ed841c98ca699784ae10|064ecbfa55d37dac8d7528d2879358f7|3bbf539755d929f38704cadfb27db5ea,112,1463
1943,ecf174c934bf4025ed5740c5d38c2af0,5c02518f3aab7b47e3bc6d5cd21415a4|c6be8c8abfcb86dda7ad6d2c7b3b769f|12a4cba8ebe0ba7620090136833e68c8|31d707e193f2da8d22809e92db58a511|da2766c124d3c969baf6d1af44b18cca|3f14ef15d1c1bdb3b7f19cdbdd6ef903|c370d92aea40f499a177548d4a24790e|16c63be028203fb314ff21b0fffe7302|baf7b71d24b9387bb94125c96f42b3f2|92c582a5f2d949bb640e35a53732845e,351,1471
1958,4756a01a4b9fa92b8c13f52f14e041c8,6a0b35c710e604055073769d6403d2cf|fc9e66a50d8cdd35ad4eb5091ad52cab|e2d994aa70e7bb7beefc5e0ad1256036|b4388e17c1734095f6c674a2afd74ad8|81ed81ea70550aa7a97e9c463f626169|e9f461bdacf33663f414ba53b31d77b5|dcb2319ea7af3d64797a8b950b062dba|e81030ccb95017eedea204d178a5f58c|375e52021090c4a882c288c5e1ec60c5|ffb7fc23286f97019106e0ea517f5562,324|1146|1221|1386|1421,1473
1963,ca5a7d4d583f02b241a8d8a8e6f6321b,8b4103269ebd4b51d67bc340a81cf586|6cb1f015cdf1e391289999eb2e9c7187|9f3de4732671cdbcd6cbba8365ea7b82|aa41b6b30f3a8f099e9fd1bbc3454aec|5070b3383ae7cf57f0de547777440762|345e9efbe4d6d697504134141d90c045|fd12e4d460b99663405429cd16bd62cc|f3f7194bc41949b96f589abe18aaef95|a78c19ce690a1a3585c29b21c554be7e|abbfc460b86605a01b6df85d9fb32c9b,44|1095,1473
1981,e1e1a69aa5871973082028492101f119,797b9e081c3b04b5ca1125e5716d8ff0|aee688c9e1d00c81bbf104d8579d6a8d|d5537d825f35547c06f83acccac9fd2f|c6be8c8abfcb86dda7ad6d2c7b3b769f|269ee9ab278e10e00abec9f5a98c47ca|fb2d16098af0f08c6f65fbd8ea58b30c|b8555bc01d40321aeba88024dc3faf68|01333547a5201b7e60b5d7ca882bbd22|7e9a2bf6206adf3db3535013f6d639f8|895f401c60ad86037c6bb0b3e8d66fce,83,1469
1984,6e630d2e21c968c77cd0ded3a518a6d9,08b09e188e4d98e099ce6988c8021911|aa41b6b30f3a8f099e9fd1bbc3454aec|f0771d8ddd321c9577df51f4df8eb86b|b88d60046a0c2340ac66f02eac5f3ed6|758bd13b4ae5f626a8bfcd7747cb6074|09b44186a7697607fe0ab356fb8ac0f6|2576076311540a82f986ca0e8cdeaebd|7e861bfffedab3518ec09b26e17dd32e|07b9c1c2fa1e3ec65084a5fe915862cc|7c9eefce1f2487a12f223a66f4525094,63,1468
1989,b9f78504ec2a1826de990c91bc05d2fa,d2dc687971778b819849c0f3416fdd79|cd8c50b82944ee20fec8cefec54e6b76|87319f463d1506a076f9146176613ba7|67f2a3487c3c63be3b7cd21e16f467cb|07c181e0b0358304d992523bcdf7837c|6cedde003288a4345953cc21cfeaecaf|3c53dbba200eb4b583c33c9d24557316|54f53bd7c66c51f42e515f1404ca64c1|81b6218d2c77ebfb277f1e32ad830e23|8984edb0cc1f8e4f2f02c964113c391f,968,1464
2003,0df5dbca3f2feb725c6a5d410d7b8617,533ac199442a079a70dec2259a7bdc07|9ec7a97afbddd52c8edc23be73cdf106|64ceeb8d5bf82d5400659aada42876df|dd7fbcf0db9f7e6d43e0f3d8410855c7|890b693769741b9b0d04eaa0e518fb3f|6d1f2ba43f8ba011ca8791afba1a4590|9a39b667c4f0f90504bc1a4e7924ed72|7cdba739aae56ff206427540e5d6b2b2|2098e4315ab6dee416ec62627fbcbbc0|d13dd065c8faec7f700af0f6c0d1f2e4,298|539,1463
2019,a33c6e55d641483a6b8164bf620207e7,aee688c9e1d00c81bbf104d8579d6a8d|8cc032faa0d28b75d1cc8179c07ab125|908595b28f01a4fbeb169da048140289|04da26eafc57639c255a922dcb6981ea|da1803ed2ad613ea6a73ff460c7f9818|0507ab3cb32ae94e20c0b16658552f8d|4cc384d754ef56708c56edfab2cc2a3d|2576076311540a82f986ca0e8cdeaebd|99ec054ac85ac4b26ab9ab1c8d235ff0|8da09ac9b365ef6c8508ca7fa36aeaf0,469,1467
2024,141bcb50448df9a980510806cc5ce05d,44e24d1868e40b32c3dc7d315a2f2128|482d21623c655ec2caa8bae3254aba9c|6cf3cd3f94bb55370095638240ff5d86|7cdba739aae56ff206427540e5d6b2b2|c255757f130f04c3c63abcca5f0394e3|d40db2b4c35cef59a4271f4ae3abde21|16e8e70e47a04bb0a25c12f0ab71ae73|35611c94cb5b2e4acbc69d6472afafdb|08b09e188e4d98e099ce6988c8021911|d13dd065c8faec7f700af0f6c0d1f2e4,476,1466
2043,1f4085bc5306d2d65eef6e8804990fb0,c82969f82489954c7ecd5609fa676cba|f066ed6486176984917543973751d068|771656e8f8de89992268ef72969e8deb|9e26d1c281bfbb55738bd298f30cf78f|a786fec037a4d88484a7333114c726c0|d5537d825f35547c06f83acccac9fd2f|a83f517cbc7873be3f8a981d14076733|a5c8c0732bc0fa2781678ed07a150ab7|0a27c3bb4dedb7887554c4a81a789991|f4e3650e51c9bf454c0a4eb8e86f36a1,771|1347,1476
2047,20261a465e713435858d111b60439336,9c8d0dcdd2a33382dd17230b3b2a922a|b6ce110fc0a7e8e3dd7066254159f27a|d77c477f9256410bb002b8bd56394270|4ae7121ef13170fbd0e7a322ec012000|6d71af488f30a827d46921d58ea40ab2|6a169448b29b7bac7442e98b7f4930cf|1745582676a2737fdd574a573f0ed4fc|3489de6e59c33242f0e0d37c25b5d3ad|2075d8360dc511ef73e0ea360cbbaf15|482d21623c655ec2caa8bae3254aba9c,876,1477
