user_id_hash,purchase_timestamp,purchased_artwork_ids_hash
059f3634979a3e010d85674b5f56de0e,1618,['7a8d0ca2c9d72b41224d2d031b0ee192']
8978960088332a2535ecb53b3cd2c318,1621,['0a3e0164c8a66330593942e5ce0806d5']
03c8a5ec4c5d69e73319a20d4bad7cf2,1624,['32077ff7a970c18f1d002deeb9fb62d0']
e1e1a69aa5871973082028492101f119,1629,['e167d89d572a4da29a3d8e8ef1a8ca35']
e1e1a69aa5871973082028492101f119,1630,['ae12bc386f3855868297cb69eee106e1']
6c8f71e2924a2220ad2e922584550ca7,1631,['52ea9cdbc0af17f6050071956af03150']
fc603d6d77052544a771ef966d984865,1633,['689c92c2c77bbfe0a42825d0f4ea1cbf']
e6a206470162a0f6682edf7ec1672f7e,1634,['33e94a0e9d343c4e71dfd2a5fa9ae920']
549abcd848ef0aee01f4ef523f43a14e,1636,['57d70d293bd225b1c46f2bc8cc11f53d']
bc3fa64cc02d8f346493cfefa069158e,1637,['d7e352cc1da67183570cb453c9520b1e']
ab0fcdad10ab819aa5c160b8f56c673c,1643,['fc1c4ec58a4374dcd503c47a7eefc2f8']
0ec37df21d1c34dde242ed007fb398b9,1644,['6f183dfc48859ea1289f7252848605f2']
b6490e3b9446ff63de5b7b76caad328f,1647,"['c2a259f4d747d27a6d4d0e7f38190c81', '482ccab35c1af3c8f7b93240ae65e5b6']"
938bf468bf8894c9117d45a9e07c7663,1650,['9762c2344e97ec1a6e1ebfb86d704e50']
be0c11f88b290ba1364daa720422c5bd,1651,"['be62ad725ee93674cec319ccd7dff284', '40cf43cbaa8ff27c306e152f2f3dd310', '6dc3373a1049f5d1ff5fe1e3e5dd7e0f', '6cedde003288a4345953cc21cfeaecaf']"
967ea1ca3f05abbbde371ac925ea87c4,1653,['1e298d962e0d724c3d6327517a2a81cd']
2fbaa92bdfab954e2bee687efbd8cf8e,1654,"['eca547475d7b22ab59258555bb3b15f1', '28e0c21eed4a6adfd6d6eab8cf3e7d30', '497be2a299fbdc24d36515ee7df27261']"
02726ef59ef45d3fa588d71ea68cacea,1655,['13c4b8532406eb9acf9c21b2fccc81c9']
567e3128af67ec4f18bde5c78deb446b,1663,['3f61ee396263af6cd071c3ff4373ac30']
8978960088332a2535ecb53b3cd2c318,1664,['25f1f6f85b20a8b1fabd7811a1137518']
3501227dd30ada22138610df0bea81d0,1666,['b4d125289ae7927440b654ef54902f2b']
cec21b94ec5a49f3b018e1d867fee2c2,1667,['8f7a00990b61d0265e17f987ad5db1cd']
a4469632d438f97b1db91740213c34fa,1668,"['44efd3e8723b9a26a43204e709206242', '1c39f5908b0ca62e12257ca79acba8de']"
72d233091d0ce9035567757e769982a2,1669,['14cb2dba63ebf447de9830cac6a21b4f']
a9f531fde87674d76f78d945521cfe81,1670,['975959fa1bbf3eed55052a0be4103caa']
33b7d200501b1ff944ac54c9541b221c,1671,['0e13c03c5b1af9e675463110b46cbda4']
967ea1ca3f05abbbde371ac925ea87c4,1673,['473b76c6c4f329b7129e0687d6c6c09d']
7859ac157d19a6543d3b1eafa7d5592f,1675,"['a671907b0549ade45fc0f351a63ec760', '51e92a6821e14368580d5e4d1100f9b9', 'bbc09c6862115b8eace09cefb0aa26d5', '373aaff0c75eb988091958ccf3fecf59']"
800634553a73fa981f42182b1a9ba48e,1684,['62f759655e4d69f4a24c21e9a3b86a3f']
02726ef59ef45d3fa588d71ea68cacea,1685,['c9d9defbd2ce05d7ed5489b58879acb8']
6b9298aba8469c5a25e11ac9ded5c65b,1688,"['80081e43121ee3135e6f4268654a9b4c', 'fda600be84b691c8aad6bfcafaa70020']"
64db1ca16f92df4f6bb68e6fbab348ab,1691,['1a0ac6ef49768cd9a27a42f735048102']
07c1ad406e88f7f8f2101709137780a9,1693,['bfea3981ebde9bc3a35e217425cf3d53']
337962eeabcad461b01f59149c682a0c,1695,['2348553600f315fc246d048723e6e8d9']
337962eeabcad461b01f59149c682a0c,1696,['62a95922f096f687327500e31545d0a4']
1802ad87b143006ef51b302d0979cb77,1699,['3e0e58ac2158b4d079caffe83a831265']
2521843638e8797adf5d7950ddf07249,1700,['36a9a62a43d930729e61d4041d06fdd3']
effe177ac97be3217dc5690801df0dca,1707,['167ce9270793c49e58a64ad07c6686d5']
f919b01b6d006cac96898b105d712a94,1708,['5af37e62314f1e7a067fcef7ffaf6986']
e10990a96cc8204ae05e8e7b81cf9018,1715,['0a7d62e37ff75214e28f2092cee438a6']
385417e43eaa109887959cefc8edf5c2,1717,['7987d7f20f6e74ebc6f7975b5ad674ed']
586b45185b9c31d6ccff97861552e892,1722,['7418f5dac7ad8f697aa71747106d3c6c']
a543710e2483d0a433a0986517a218d1,1723,['302ae2672af41cf345983d93745559a8']
789f85f0e2a460ff4d18e1b0c9524a7e,1726,"['8e9dc28c8f162164558068d6d2e80b01', '493f2b4a0e09b85346818b9ea7e82930']"
789f85f0e2a460ff4d18e1b0c9524a7e,1728,['f0ee62ddee366561f7cee764d0883bc1']
789f85f0e2a460ff4d18e1b0c9524a7e,1729,"['42fabe8c617fa34f3721231ef065b126', 'b0d0b96842f821ba37d7be0b140eee26', 'cb01b121718cfc6328d7a2b550474a93']"
92ab016fda61ffcfb56679ef296bdfa7,1730,['516ec80b0c19a8be2ddcecf195d9be03']
2cca01c18884b248bfecd36151c198a5,1731,['32077ff7a970c18f1d002deeb9fb62d0']
e0fe40bfb399b20b12bf9a882516753e,1732,['18a48d4947de703eed2fc3522e4d57f4']
f8319061333bba5879ca91aaa3f2beab,1734,['33410dbb4f6b8499d5217e2cbebb6208']
ec3bdc4ddd4354dd0db7f5a76279dea2,1735,['06735627237b901002d9aff137a1a570']
0e77eabc21ff0c4f8acc056fbfd4e4ef,1736,['fb6edf0c5cabea258bd55452a121ddd6']
ccafd0a981da63f5a4909221fad26e0c,1737,"['8cb01f5c16d2b7626aa330826dcf4bf1', 'db8ada6c4ded9d307155e19380d204be']"
97af0bf4142c9bcb00aea8568b557e32,1745,['6eac526ef50ab36ba854830190b9a561']
3fe5cec1e5e8c18526c79813c800e8b9,1748,['dd492c03acb9b57647103a7daeebd093']
bc3fa64cc02d8f346493cfefa069158e,1752,"['eee20e3631c411433b5343cab3910e93', '01c55e55e50acb7b38a8d881c7c5d955']"
bd800b616278623a71f508756a3c8ddb,1754,"['23f95370a621093b4d9ab356f078ae93', '9b21cf47833ef39aeefe740070b5026d']"
c3e5a251160869029de2d279498dbf0f,1757,"['c1e86a0bc193cf69cb659f1a772b5b2b', 'e6324e86380c3641dd7adbfac412ef66', 'a0cf6ed1149d5bbaef2b114f6697cfd9']"
0535edb59f8f229eec1c278fd56cbb9c,1760,['186d2ccd3565f445a985325dd6949c8c']
d3d61dc2220a14360af8d50881a68b49,1761,"['40df479ea1f5782cc4ae7bf1f92255cf', '375ab18423b505a9a6cc159bd9f065bd']"
49f85b35a60f79e2da3d72e8d55f6e3f,1765,"['41888a5f1053b8a719172c194e88eba5', '3eba5e514a624ed0a47934da31820bbb']"
86c09756c82b690f4a30783bbe0f5323,1766,['b6fbd39f806331a4ac94efb883459bcc']
86c09756c82b690f4a30783bbe0f5323,1767,"['9f7782f148e8345158a54a633bd8147a', '3a8d1e99be45c8fa89e3ed26d8532617']"
99d0777e08a70e75de20d3d6a5f6b29f,1771,['6b7b0a7a449df3fad4be673e4e4cdd64']
baa2c9f295a6dfb93090bc7982dfdbd8,1773,['3ce6eac77a8f4775621ddc9a85c395d4']
5084396977aaca213e4f9c12e521f4a9,1774,"['473f4d7522e81654c57d074a0654277e', 'daaa008415eef0f9db9da2d65eff91e7']"
586b45185b9c31d6ccff97861552e892,1775,['d154bfe57baf3446ccca10cecd560db2']
9588781606d1c25913193266d74f6957,1776,['00afd2e5659d226d918a61fbe7b94ad8']
d716a90281f7a71bd4d8ed85b03335af,1779,['fc306209b573e78347fd1b9d3df27655']
ad1e4ade13da1873d4cda79c1f74c0d7,1785,"['a0c914a3729dce19afced1d31db52be6', 'bea8dbc0814708a553bcb6747d1dfac6']"
9c3e4d82bd46c7b39fce95ff44122f22,1786,"['1da9f99b44d6e03d71e07f9ea73a056d', '9daabfe99834392b211ae17f8a9831d4', '3c6d1ed9eb66cd9fef002bb3c0a21d9c']"
1e3785beb468ad450d93f398d94a1c18,1787,['0afcacd99159801d63ec5d875f2fe6ee']
1b1d4779d72a3fb5f4e86ace5cb9fe5e,1788,['3f2727e9c8dbc107cf85d9ec91e3268f']
e0fe40bfb399b20b12bf9a882516753e,1789,['c80570da6b3aa038843098421fa2d482']
25a86b68db54aefb198e34add8638717,1790,"['f9b978f93365c88c77e7d4d9f42adbf3', '0b520765414cf4623c4e94a4d272ddfb']"
737a217224e0ccf629b898a664a05c82,1794,['b4c77f917bd564ffddb2f16e221907e1']
4756a01a4b9fa92b8c13f52f14e041c8,1795,"['c17638a28f0062eb64213aa46077ce03', '6d152f4f46c07e3bb50a399f3f433fe8']"
a33c6e55d641483a6b8164bf620207e7,1796,['106b162a6cc8853a1f98fa06b95cdea9']
a33c6e55d641483a6b8164bf620207e7,1798,['1e8fe588552622b0d4982b9e06fd3ff2']
44c9e5e5ca4e85c4b4628ccdf2a6272d,1800,['6591202d369b105b14dc8f16c48757a0']
b3189df58481a4009eb35d2864b497a7,1802,"['dfd3be3c78e6adf2eb20265e8530d627', '6563b62ea0b8dc3b61e75f0e64e69da4', '4222cfb7da5a5d6a9cad07fa2c4e3c5e', '8b5afa6cef484d75a1260adf32ef905c']"
dbaf6c9860f66844782a56fe1aa4eeb6,1803,['117eede9a7bdd5005c9af15047347a01']
a35a9c2ad1c736730d80b9e4ba772a3d,1804,['c6891c1844bb6a6d650b9b313cf998a1']
75c945d4f727ad6bb8502eee2648e9ca,1805,['a0f17509b3d2d0c8e38c9d5d0230048c']
a35a9c2ad1c736730d80b9e4ba772a3d,1806,['069a0262e9509ecc5a659a7740bd683b']
1574cbf1118ab502cfb120099c1b3705,1811,['e034a4c8a080fc0e353a220636e7860c']
2478e64354e5da72d47b9b6408fe5e10,1813,['38fb371a290ca5e18fc5442091e843a2']
89dec213d46802c36d0c7ca4d44dcade,1814,['bffe74e8c67d233381522dc29d801f62']
789f85f0e2a460ff4d18e1b0c9524a7e,1815,['d941e3d0ddecb0efc63c985b8f4b98b0']
a33c6e55d641483a6b8164bf620207e7,1818,['e092bd90458602fc3259c810a72d8300']
5b4c9769ccf9a41790de5dfa71101247,1821,['c4fdf6ef08414ce57661b9b935da138c']
25a86b68db54aefb198e34add8638717,1823,"['9b722105eb96a93d831fbc27b0e32a45', '7135243a370a19e1b451989b0ae8ae0e']"
348ed970f53b87ee3a82a7b76f3bb3b3,1824,['ec4708be07b9b92dfd3c98b92d5b273e']
a03b89969e03aa739a42e62bf13b82b5,1825,['c5d33b5f898d0fe7157e69ad86db1c23']
439997100c5ee35e5ab18bc31b69926f,1836,['523e728c91ea42b7c94559c8cf08694f']
65957e3858fea75261154f2e9c479e47,1839,['719819569309e0e0b26c43c7973368c7']
b7dc7dc2227e528522a8e67ec2f8bb45,1842,['fc306209b573e78347fd1b9d3df27655']
87cd049bc9f8d9c542cc567c4aab4e96,1845,['a347a55dc2cc49082f71b7a222284a24']
23026115949bcc82ac1bfe96aa88d1e6,1848,['0e3f83396470770f3dede9a0fdb42433']
348ed970f53b87ee3a82a7b76f3bb3b3,1850,['f651a6e6593a4838d0ce570cd0f0dcbc']
7136745988b1fcd19dfb40285c1fc787,1851,"['5a30832cf3b3a0f95d76b15e199a48f8', 'a722bd3a6c190efda2bd8c62bffad42d', 'f5e2f6e51cb971ce4de498cb701d63c8', 'f7f11d8c21859122d712d01f701e74cc', 'fcda9c87d0a1e91551749e118271714e']"
b9f78504ec2a1826de990c91bc05d2fa,1852,['8063aceffc8e48b54ecaea1fd05717ef']
87cd049bc9f8d9c542cc567c4aab4e96,1857,['ef4e145fa2b2371ec83a75e780bc42b2']
e9bfc9826e3cb04c39abfa81422d28cb,1858,"['f7f150ffa24250c82d181e21f71f6318', '6d8b3500009b141633acbc93b1689ee8', '2b411954d8ab409eb6b06187f76c06da']"
281b1c5f3e50264476dcc61e7929d4f8,1863,"['e697fea531f3aa88599c5442ecf53da9', '7b454cb86d315fdb4be9d863310f2d17']"
118ff8efd36aa5c0163de4aaa1c3c877,1869,['5cb7c2f7a40d7bd531cf57d9ddffb843']
e7c7894fe68187b8af33ca82498e045c,1873,"['193b7d7eb7162c26f20800f74dae4f53', '0507ab3cb32ae94e20c0b16658552f8d', '025338158d2d14d8c146b815ab453906', '44ee99240188c557be288ecdc803a940']"
f57148446d009f4465f79c3b0e4a6cd6,1874,['c0bdf3bf1f3605f4eb60a5b6199a857e']
4fd7f9546d882a56b955e949d5e92c68,1892,['e4fb4524328a4518d011f98bfc1b0630']
e3907e8bcd91e4556b03b4acf65bed57,1893,['bd7c08b544caa7b2291ca22694d7e086']
99a25bea6e64f4673a02526c9effe222,1899,['86419836cb4cac2339540d68b07ff70d']
0c030839eb247618293b809ea5ed573a,1900,['4621caecf473e2dff7ca31912084c04b']
ec622702a10e20f3ad038757cd8faf32,1901,"['3670102ba46fcc2ff496d0244575eeaa', 'd6f67968ab44a7d47d2d4630e864a5be', '6a7d46be5af32142d31a927de9d8dbdc', '941d92e07de4886eac5acfacc8367549', '28a8e520e4ebfcaac968b2357f813665']"
348ed970f53b87ee3a82a7b76f3bb3b3,1902,['0dde9970856a170a15bddc23a9cbe1e5']
e43281a9bf0586838d99ed9a70d6e4d2,1903,"['9b212f9332a1b725a2689280aaf2461b', '0cfbbcd6a5e3d4481f7ea962942b8957', '61b312d27034fa1f856f089e5133899b', 'eb5335cff026d5c1f0506bb35777230a']"
c8efa9a54c72a0fd951b447d6446be57,1904,['2f83046c7348adbe87d2fc8b3931837a']
5d5a32f6da975e32b7879317433ec987,1905,['7726c6dcf77135a523c6ba57b8e44b8e']
59a969eff0ae3020e8d00427ea414737,1906,['405949c28c96fa19e477e1a69c0b0aed']
b9a3e9dfb4278889791056a16bb43014,1907,"['064ecbfa55d37dac8d7528d2879358f7', 'bffa67f8e45854ff267185a0c4bc3134', '078202a4add8e19a96fa0591d1477ee4']"
5a1c5a2c95d70f1fe446a777b912e3ca,1908,['f9b1a4afa92c24af0d03c8ea41afda49']
73510c335cd5126f61e89aad89bca25f,1909,['24c823b76e26daad4a65a65124b56b37']
443142504f9d496f14f0476e396e95d9,1911,['76ca045065e0bed49df67872e04088eb']
aa84c6c71efeba125307a6236c9539c3,1912,['0b13ff6b11f32d99b67b737fc670a00b']
084cd0bb874322fb35043364f51067b1,1913,"['10261497f6b08b22f0f1d97fcd5fca8c', 'bd7c08b544caa7b2291ca22694d7e086']"
52a2ac827640c46be979d64d597a29e2,1929,['08f87a3bf67e788293055b29f2cf38e2']
93ed235da51e103c326df74362b4ddb9,1930,['5c3ad55086ba4b46e7c00a0b7c48c223']
717bd8b1727235f5c6b77eaa54834c75,1933,['4bf6311622480c65242d4ac9748fb098']
0fced28866f789176e16521edfe52e7e,1934,['b13174fad7d826ebf8f18bd921b3a0f8']
12e005aa854210acec9716bfc503d97e,1937,"['e621b8199c621d094256c4bf5b33a08c', '82d4053515398932a42bd5143a308f04']"
fc77ea255d6cad22f341d118c312a3df,1939,['eafbf2bce9f13957f619c2bb7b76d6c8']
4dde1700d0a3817284d2bf35fcc60c85,1940,['75926c81cd2d7837c021215b343e4e71']
ecf174c934bf4025ed5740c5d38c2af0,1941,['7ec52fe86102b8214aa4ffb49949ba32']
0796ede608790c72b7f7f4f29dd55fed,1942,['f2472215f94605a4c9a4d07ad9aa64fc']
ecf174c934bf4025ed5740c5d38c2af0,1943,['33b702cbcb0a34e1f5a5da2a69d3170e']
2dbafb2afcfcd09afc8b91a681064f60,1948,['f83e8fda210877557881f1b313c2955f']
cba7e95128ca8951232264aca84d114b,1949,['2dfbe2b0084ee93e8498d8e295d444e0']
98827be7601026c3fdcfd7de1a91147c,1950,['10261497f6b08b22f0f1d97fcd5fca8c']
76f5562f125ba2968b77b990a6478198,1954,['7e4db0adcf54fd57158eb67eb999603e']
7e316137986895de0340a0ed19d6889d,1956,['c22c813271643d822d101cea0810d84f']
20261a465e713435858d111b60439336,1957,['edb0539db4b0d6c316dce892c650085a']
4756a01a4b9fa92b8c13f52f14e041c8,1958,"['3d33480f9db2d374a7872d307931e612', 'bd7d0fb36db4f1e5948c44271b599c68']"
9576a974eb51be610aebd8a5b56bda66,1962,['97e6c1bff917f19bc23d8cc1a097f2b3']
ca5a7d4d583f02b241a8d8a8e6f6321b,1963,"['72e303b88a390fb30f7297bc90edf02a', 'b1e441d24f1db1dd1be0af1c9ea53629']"
26a2faa20cf243948acb38a665646997,1968,['d9b3372e4ea383706c78b23e16e2edb8']
9bcb7448ad03f15377062b2cbc43e09e,1969,['f521e95ee2bee530c5ff1e8a0335f0fa']
5173141fa27218c5b83e64ab9febd4ed,1970,"['24e42bf69be65c47f09cc1e992e4ca91', '23989772f1b77ba1fdfd453c06f852f7', 'd8f651fdca4ea83be91ae3c74d51bee6', '04d15e2bee22578e87e0f038b3ff3ce9']"
b96ffd59dfd8bda027059b0277a904b1,1972,['c3bb85948555ccb3f78b43b6d9edc23f']
7a9161ffc02bb7486841a1b112588894,1973,"['2bdef3c3abc10e43398125bf970927eb', 'e4a25210f3dd495cdf357c8bdf84c2eb']"
10593f66f252a0441e42f7e0f318f74b,1975,['e750119396e9249ecead445986234180']
6f09d7d85d8d670b9c09ad1f5390798e,1977,['f866cbaa28a96d297850f55580833596']
4b0204879a679d31b77de8f2b98192f0,1979,['2fdc4b333331be20255d8431aa42cced']
e1e1a69aa5871973082028492101f119,1981,['07ac78cf906a73a6229b772aab3edf9a']
38b2589708afea8828fee2d682e60992,1983,['37a397c5697fa9f6b65e56fb4c888aa8']
